Row_ID,Variation,Query,True_Label,Prediction,Is_Correct,Image_Path
row_84,Baseline,Is the color of Yes graph green?,Yes,"answer='Yes, the ""Yes"" graph is green.' explanation='The ""Yes"" graph is represented by a green line, as seen in the image.'",True,data/row_84/Baseline.png
row_84,Black and White,Is the color of Yes graph green?,Yes,"answer=""No, it's not green; it's gray."" explanation=""The graph representing 'Yes' is shown in a gray color, not green, as indicated by the image description.""",False,data/row_84/Black_and_White.png
row_84,Vertically Stretched,Is the color of Yes graph green?,Yes,"answer='Yes.' explanation=""The 'Yes' line on the graph is green.""",True,data/row_84/Vertically_Stretched.png
row_84,Horizontally Stretched,Is the color of Yes graph green?,Yes,"answer='Yes, the ""Yes"" line is green.' explanation='The graph depicts ""Yes"" in a green color and ""No"" in blue.'",True,data/row_84/Horizontally_Stretched.png
row_84,Squeezed Vertically,Is the color of Yes graph green?,Yes,"answer='Yes.' explanation=""The color of the 'Yes' graph is green.""",True,data/row_84/Squeezed_Vertically.png
row_84,Squeezed Horizontally,Is the color of Yes graph green?,Yes,"answer='Yes, the color is green.' explanation=""The 'Yes' graph line is shown in green in the image.""",True,data/row_84/Squeezed_Horizontally.png
row_84,Increased Saturation,Is the color of Yes graph green?,Yes,"answer='Yes, the color of the ""Yes"" graph is green.' explanation='The ""Yes"" line indicating views on U.S. protection of personal freedoms is colored green in the graph provided by Pew Research Center.'",True,data/row_84/Increased_Saturation.png
row_84,Decreased Saturation,Is the color of Yes graph green?,Yes,"answer='Yes, the ""Yes"" graph is green.' explanation=""The graph representing 'Yes' is depicted using a green line.""",True,data/row_84/Decreased_Saturation.png
row_84,Increased Brightness,Is the color of Yes graph green?,Yes,"answer='No, it is yellow.' explanation=""The '[Yes](AI)' line in the graph is depicted using a yellow color.""",True,data/row_84/Increased_Brightness.png
row_84,Decreased Brightness,Is the color of Yes graph green?,Yes,"answer='Yes, it is green.' explanation=""The graph line for 'Yes' is green in the image.""",True,data/row_84/Decreased_Brightness.png
row_84,Increased Contrast,Is the color of Yes graph green?,Yes,"answer='Yes.' explanation='The ""Yes"" graph line is green in the image.'",True,data/row_84/Increased_Contrast.png
row_84,Decreased Contrast,Is the color of Yes graph green?,Yes,"answer='Yes, it is green.' explanation=""The graph line for 'Yes' is green.""",True,data/row_84/Decreased_Contrast.png
row_84,Increased Sharpness,Is the color of Yes graph green?,Yes,"answer='Yes, the ""Yes"" line is green.' explanation=""The graph uses a green line to represent the 'Yes' responses regarding views on U.S. protection of personal freedoms.""",True,data/row_84/Increased_Sharpness.png
row_84,Decreased Sharpness,Is the color of Yes graph green?,Yes,"answer='Yes.' explanation=""The line representing 'Yes' is green in the graph.""",True,data/row_84/Decreased_Sharpness.png
row_84,Adaptive Threshold,Is the color of Yes graph green?,Yes,"answer='No, the color is black.' explanation='The lines representing the data on the chart are black, not green.'",False,data/row_84/Adaptive_Threshold.png
row_84,Selective Blur,Is the color of Yes graph green?,Yes,"answer='Yes, the color is green.' explanation=""In the graph, the 'Yes' line is depicted in green, indicating the responses related to the belief in the U.S. respecting personal freedoms.""",True,data/row_84/Selective_Blur.png
row_84,Highlighted Intersections,Is the color of Yes graph green?,Yes,"answer='No, the color of the Yes graph is orange.' explanation='The graph labeled ""Yes"" is shown in orange on the chart.'",False,data/row_84/Highlighted_Intersections.png
row_84,Dominant Colors,Is the color of Yes graph green?,Yes,"answer='Yes, the ""Yes"" graph is green.' explanation='The ""Yes"" line in the chart is depicted using a shade of green, indicating the percentage of people who believed that the U.S. respects personal freedoms.'",True,data/row_84/Dominant_Colors.png
row_84,Quantized Colors,Is the color of Yes graph green?,Yes,"answer='Yes.' explanation=""The 'Yes' graph line is colored green in the chart.""",True,data/row_84/Quantized_Colors.png
row_84,Padded,Is the color of Yes graph green?,Yes,"answer='Yes, it is green.' explanation=""The graph representing 'Yes' responses is shown in green.""",True,data/row_84/Padded.png
row_10589,Baseline,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million' explanation='In 2019, the male population of Ethiopia was 56.01 million, as depicted in the chart provided by Statista.'",True,data/row_10589/Baseline.png
row_10589,Black and White,What was the male population of Ethiopia in 2019?,56.01,"answer='The male population of Ethiopia in 2019 was 56.01 million.' explanation='The graph shows the number of male inhabitants in millions for each year from 2009 to 2019. For 2019, it indicates a male population of 56.01 million.'",True,data/row_10589/Black_and_White.png
row_10589,Vertically Stretched,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million' explanation='According to the graph, the male population of Ethiopia in 2019 was 56.01 million.'",True,data/row_10589/Vertically_Stretched.png
row_10589,Horizontally Stretched,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million' explanation='According to the graph, the male population of Ethiopia in 2019 was 56.01 million.'",False,data/row_10589/Horizontally_Stretched.png
row_10589,Squeezed Vertically,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million.' explanation='The graph shows a marker at 2019 with 56.01 labeled, indicating the male population in millions for that year.'",True,data/row_10589/Squeezed_Vertically.png
row_10589,Squeezed Horizontally,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million' explanation='The graph shows the male population of Ethiopia in 2019 as 56.01 million.',True,data/row_10589/Squeezed_Horizontally.png
row_10589,Increased Saturation,What was the male population of Ethiopia in 2019?,56.01,"answer='The male population of Ethiopia in 2019 was 56.01 million.' explanation='The graph shows a line that tracks the male population in millions over the years, reaching 56.01 million in 2019.'",True,data/row_10589/Increased_Saturation.png
row_10589,Decreased Saturation,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million.' explanation='The graph shows the male population of Ethiopia in 2019 was 56.01 million.',True,data/row_10589/Decreased_Saturation.png
row_10589,Increased Brightness,What was the male population of Ethiopia in 2019?,56.01,"answer='54.59 million.' explanation='According to the graph, the male population of Ethiopia in 2019 was 54.59 million.'",False,data/row_10589/Increased_Brightness.png
row_10589,Decreased Brightness,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million males.' explanation='The line graph indicates that the male population in Ethiopia reached 56.01 million in 2019.',True,data/row_10589/Decreased_Brightness.png
row_10589,Increased Contrast,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million.' explanation='The graph shows that in 2019, the male population of Ethiopia was 56.01 million.'",True,data/row_10589/Increased_Contrast.png
row_10589,Decreased Contrast,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million.' explanation='The chart shows the male population of Ethiopia in 2019 as 56.01 million.',True,data/row_10589/Decreased_Contrast.png
row_10589,Increased Sharpness,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million.' explanation='The graph labeled with the male population for 2019 indicates a value of 56.01 million inhabitants.',True,data/row_10589/Increased_Sharpness.png
row_10589,Decreased Sharpness,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million.' explanation='The chart shows the male population of Ethiopia in 2019 as 56.01 million.',True,data/row_10589/Decreased_Sharpness.png
row_10589,Adaptive Threshold,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million' explanation='The graph indicates that the male population of Ethiopia in 2019 was 56.01 million.',True,data/row_10589/Adaptive_Threshold.png
row_10589,Selective Blur,What was the male population of Ethiopia in 2019?,56.01,"answer='56.81 million.' explanation='The graph shows the male population of Ethiopia in 2019 was 56.81 million, as indicated at the data point for that year.'",False,data/row_10589/Selective_Blur.png
row_10589,Highlighted Intersections,What was the male population of Ethiopia in 2019?,56.01,"answer='56.01 million.' explanation='The graph indicates that the male population of Ethiopia in 2019 was 56.01 million, as shown by the provided data point at the end of the line for that year.'",True,data/row_10589/Highlighted_Intersections.png
row_10589,Dominant Colors,What was the male population of Ethiopia in 2019?,56.01,"answer='The male population of Ethiopia in 2019 was 56.01 million.' explanation=""The graph indicates that in 2019, the male population of Ethiopia was 56.01 million, according to Statista's data visualization.""",True,data/row_10589/Dominant_Colors.png
row_10589,Quantized Colors,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million' explanation='The graph shows the male population of Ethiopia in 2019 as 56.01 million.',True,data/row_10589/Quantized_Colors.png
row_10589,Padded,What was the male population of Ethiopia in 2019?,56.01,answer='56.01 million' explanation='The graph shows the male population of Ethiopia in 2019 as 56.01 million.',True,data/row_10589/Padded.png
row_12408,Baseline,How many people were registered in 2010?,4.44,"answer='Approximately 4.8 million people were registered in 2010.' explanation='The bar for the year 2010 is slightly below the 5 million mark, indicating around 4.8 million registrations.'",False,data/row_12408/Baseline.png
row_12408,Black and White,How many people were registered in 2010?,4.44,answer='Approximately 4.5 million people were registered.' explanation='The bar graph indicates close to 4.5 million golf memberships in 2010.',False,data/row_12408/Black_and_White.png
row_12408,Vertically Stretched,How many people were registered in 2010?,4.44,answer='Approximately 4 million.' explanation='The data for 2010 shows about 4 million registered golfers according to the bar height on the graph.',False,data/row_12408/Vertically_Stretched.png
row_12408,Horizontally Stretched,How many people were registered in 2010?,4.44,answer='About 4.5 million people.' explanation='The bar for 2010 reaches just below the 4.5 million mark on the graph.',False,data/row_12408/Horizontally_Stretched.png
row_12408,Squeezed Vertically,How many people were registered in 2010?,4.44,"answer='Approximately 4 million.' explanation='The graph shows the number of girls registered each year, with the y-axis representing millions. In 2010, the bar reaches approximately 4 million.'",False,data/row_12408/Squeezed_Vertically.png
row_12408,Squeezed Horizontally,How many people were registered in 2010?,4.44,answer='4.2 million' explanation='The chart shows approximately 4.2 million people were registered in 2010 according to the bar graph data points on the vertical scale.',False,data/row_12408/Squeezed_Horizontally.png
row_12408,Increased Saturation,How many people were registered in 2010?,4.44,answer='4.5 million' explanation='The chart shows approximately 4.5 million golf players registered in 2010.',False,data/row_12408/Increased_Saturation.png
row_12408,Decreased Saturation,How many people were registered in 2010?,4.44,"answer='4.8 million people were registered in 2010.' explanation='The bar for 2010 shows a height corresponding to approximately 4.8 million on the y-axis, indicating the number of golfers registered that year.'",False,data/row_12408/Decreased_Saturation.png
row_12408,Increased Brightness,How many people were registered in 2010?,4.44,"answer='3.6 million' explanation='The chart indicates that in 2010, 3.6 million people were registered according to the data provided.'",False,data/row_12408/Increased_Brightness.png
row_12408,Decreased Brightness,How many people were registered in 2010?,4.44,"answer='4.43 million' explanation='The chart shows that in 2010, there were 4.43 million registered golfers.'",False,data/row_12408/Decreased_Brightness.png
row_12408,Increased Contrast,How many people were registered in 2010?,4.44,"answer='About 4.5 million gifts were registered in 2010.' explanation='The chart shows the number of gifts in millions over the years. In 2010, it is just above the 4.5 million mark, indicating approximately 4.5 million gifts.'",True,data/row_12408/Increased_Contrast.png
row_12408,Decreased Contrast,How many people were registered in 2010?,4.44,answer='4.75 million' explanation='The bar representing the year 2010 indicates approximately 4.75 million registered golfers.',False,data/row_12408/Decreased_Contrast.png
row_12408,Increased Sharpness,How many people were registered in 2010?,4.44,"answer='4.42 million' explanation='The bar for 2010 reaches up to approximately 4.42 on the vertical axis, indicating 4.42 million people were registered.'",False,data/row_12408/Increased_Sharpness.png
row_12408,Decreased Sharpness,How many people were registered in 2010?,4.44,answer='Around 4.5 million.' explanation='The bar corresponding to the year 2010 on the graph indicates slightly above 4.5 million golfers were registered.',True,data/row_12408/Decreased_Sharpness.png
row_12408,Adaptive Threshold,How many people were registered in 2010?,4.44,answer='4.2 million' explanation='The graph indicates that the number of registered gifts in 2010 was 4.2 million.',False,data/row_12408/Adaptive_Threshold.png
row_12408,Selective Blur,How many people were registered in 2010?,4.44,"answer='About 4.9 million.' explanation='In 2010, the bar reaches slightly above the 4.8 million mark, close to 4.9 million based on the y-axis scale provided.'",False,data/row_12408/Selective_Blur.png
row_12408,Highlighted Intersections,How many people were registered in 2010?,4.44,"answer='41 million people were registered in 2010.' explanation='The bar for 2010 shows approximately 41 million registered people, as indicated on the vertical axis of the chart.'",False,data/row_12408/Highlighted_Intersections.png
row_12408,Dominant Colors,How many people were registered in 2010?,4.44,"answer='4.5 million.' explanation='The bar for 2010 reaches the 4.5 million mark on the y-axis, indicating the number of registered golf players in Europe.'",False,data/row_12408/Dominant_Colors.png
row_12408,Quantized Colors,How many people were registered in 2010?,4.44,"answer='4.2 million' explanation='The graph shows the number of golfers from 1988 to 2022. In 2010, the number is around 4.2 million.'",False,data/row_12408/Quantized_Colors.png
row_12408,Padded,How many people were registered in 2010?,4.44,"answer='Around 4.5 million golf registrants in 2010.' explanation='The chart displays the number of golf registrants in millions from 1990 to 2018. In 2010, approximately 4.5 million were registered, as indicated by the bar height compared to the y-axis scale.'",True,data/row_12408/Padded.png
row_26727,Baseline,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The chart shows the number of pharmacists employed in various European countries in 2018. For France, the number is 69,145.'",True,data/row_26727/Baseline.png
row_26727,Black and White,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The chart clearly lists the number of employed pharmacists in France during 2018 as 69,145.'",False,data/row_26727/Black_and_White.png
row_26727,Vertically Stretched,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation=""The bar labeled 'France' shows 69,145 on the graph, indicating the number of pharmacists employed there in 2018.""",True,data/row_26727/Vertically_Stretched.png
row_26727,Horizontally Stretched,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The chart indicates that there were 69,145 pharmacists employed in France in 2018.'",False,data/row_26727/Horizontally_Stretched.png
row_26727,Squeezed Vertically,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The chart shows that in 2018, there were 69,145 pharmacists employed in France.'",True,data/row_26727/Squeezed_Vertically.png
row_26727,Squeezed Horizontally,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The bar chart shows the number of pharmacists employed in various countries in 2018, with France having 69,145 pharmacists employed that year.'",True,data/row_26727/Squeezed_Horizontally.png
row_26727,Increased Saturation,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The chart shows that 69,145 pharmacists were employed in France in 2018.'",True,data/row_26727/Increased_Saturation.png
row_26727,Decreased Saturation,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists were employed in France in 2018.' explanation='The bar for France shows the number 69,145, indicating the number of pharmacists employed in that year.'",True,data/row_26727/Decreased_Saturation.png
row_26727,Increased Brightness,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The bar graph indicates that 69,145 pharmacists were employed in France in 2018.'",True,data/row_26727/Increased_Brightness.png
row_26727,Decreased Brightness,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The image shows a bar chart with the number of pharmacists employed in various countries in 2018, and France has 69,145 pharmacists.'",True,data/row_26727/Decreased_Brightness.png
row_26727,Increased Contrast,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The bar chart shows 69,145 pharmacists employed in France in 2018.'",True,data/row_26727/Increased_Contrast.png
row_26727,Decreased Contrast,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The chart shows a bar for France with the number 69,145 representing the number of pharmacists employed in 2018.'",True,data/row_26727/Decreased_Contrast.png
row_26727,Increased Sharpness,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The chart indicates the number of pharmacists employed in different countries in 2018, with France showing 69,145.'",True,data/row_26727/Increased_Sharpness.png
row_26727,Decreased Sharpness,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The chart shows the number of pharmacists employed in various countries, with France at the top of the list with 69,145 pharmacists in 2018.'",True,data/row_26727/Decreased_Sharpness.png
row_26727,Adaptive Threshold,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='In the provided chart, it shows that there were 69,145 pharmacists employed in France in 2018.'",True,data/row_26727/Adaptive_Threshold.png
row_26727,Selective Blur,How many pharmacists were employed in France in 2018?,69145,"answer='69,145' explanation='The bar chart shows that 69,145 pharmacists were employed in France in 2018.'",True,data/row_26727/Selective_Blur.png
row_26727,Highlighted Intersections,How many pharmacists were employed in France in 2018?,69145,"answer='59,145 pharmacists were employed in France in 2018.' explanation='The bar chart shows the number of pharmacists employed in various countries in 2018. It lists France with 59,145 pharmacists.'",False,data/row_26727/Highlighted_Intersections.png
row_26727,Dominant Colors,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The bar chart displays the number of pharmacists employed in various countries in 2018, with France at the top having 69,145 pharmacists.'",True,data/row_26727/Dominant_Colors.png
row_26727,Quantized Colors,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The chart shows that France had 69,145 pharmacists employed in 2018, as indicated by the bar and number next to it.'",True,data/row_26727/Quantized_Colors.png
row_26727,Padded,How many pharmacists were employed in France in 2018?,69145,"answer='69,145 pharmacists.' explanation='The chart shows the number of pharmacists employed in various European countries in 2018. The bar for France indicates there were 69,145 pharmacists employed.'",True,data/row_26727/Padded.png
row_3361,Baseline,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two countries with the highest share of children receiving vaccines are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.',False,data/row_3361/Baseline.png
row_3361,Black and White,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Black_and_White.png
row_3361,Vertically Stretched,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two countries are Poland (96.84%) and Italy (94.92%). The median of these values is calculated as (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Vertically_Stretched.png
row_3361,Horizontally Stretched,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two countries are Poland (96.84%) and Italy (94.92%). The median is the average of these two percentages: (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Horizontally_Stretched.png
row_3361,Squeezed Vertically,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland (96.84%) and Italy (94.92%). The median of these values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Squeezed_Vertically.png
row_3361,Squeezed Horizontally,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two countries with the highest shares of children who received key vaccines are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Squeezed_Horizontally.png
row_3361,Increased Saturation,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two countries with the highest percentages are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.',False,data/row_3361/Increased_Saturation.png
row_3361,Decreased Saturation,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Decreased_Saturation.png
row_3361,Increased Brightness,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries in vaccination coverage are Poland (96.84%) and Italy (94.92%). The median between these two values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Increased_Brightness.png
row_3361,Decreased Brightness,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two values are for Poland (96.84%) and Italy (94.92%). The median is the average of these two percentages: (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Decreased_Brightness.png
row_3361,Increased Contrast,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two countries are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.',False,data/row_3361/Increased_Contrast.png
row_3361,Decreased Contrast,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two countries with the top values are Poland (96.84%) and Italy (94.92%). The median is the average of these two values: (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Decreased_Contrast.png
row_3361,Increased Sharpness,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.',True,data/row_3361/Increased_Sharpness.png
row_3361,Decreased Sharpness,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland (96.84%) and Italy (94.92%). The median of these two values is (96.84 + 94.92) / 2 = 95.88%.',True,data/row_3361/Decreased_Sharpness.png
row_3361,Adaptive Threshold,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,"answer='95.88%' explanation='The two top countries are Poland and Italy, with shares of 96.84% and 94.92% respectively. The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.'",True,data/row_3361/Adaptive_Threshold.png
row_3361,Selective Blur,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two countries are Poland (96.84%) and Italy (94.92%). The median is the average of these two values: (96.84 + 94.92) / 2 = 95.88%.',False,data/row_3361/Selective_Blur.png
row_3361,Highlighted Intersections,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.68%' explanation='The two countries with the top values are Poland (95.84%) and Italy (94.52%). The median of these two values is 95.68%.',False,data/row_3361/Highlighted_Intersections.png
row_3361,Dominant Colors,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The two top countries are Poland with 96.84% and Italy with 94.92%. The median is the average of these two values: (96.84% + 94.92%) / 2 = 95.88%.',True,data/row_3361/Dominant_Colors.png
row_3361,Quantized Colors,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,"answer='96.58%' explanation='The two top values for the share of children receiving key vaccines are Poland (96.84%) and Sudan (97.34%). The median of these two percentages is calculated as follows:\n\nMedian = (96.84% + 97.34%) / 2 = 96.59%\n\nTherefore, the median share is 96.59%.'",False,data/row_3361/Quantized_Colors.png
row_3361,Padded,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,answer='95.88%' explanation='The top two countries are Poland with 96.84% and Italy with 94.92%. The median of these two values is (96.84% + 94.92%) / 2 = 95.88%.',True,data/row_3361/Padded.png
row_12017,Baseline,What was the global mobile payment revenue in 2015?,450,"answer='450 billion U.S. dollars.' explanation='The chart shows the annual transaction volume in billion U.S. dollars for mobile payments globally, with 2015 reaching 450 billion U.S. dollars.'",True,data/row_12017/Baseline.png
row_12017,Black and White,What was the global mobile payment revenue in 2015?,450,"answer='450 billion U.S. dollars.' explanation='The chart indicates that the global mobile payment revenue in 2015 was 450 billion U.S. dollars, as represented by the height of the bar labeled for that year.'",False,data/row_12017/Black_and_White.png
row_12017,Vertically Stretched,What was the global mobile payment revenue in 2015?,450,answer='450 billion U.S. dollars.' explanation='The chart shows the global mobile payment revenue in 2015 was 450 billion U.S. dollars.',False,data/row_12017/Vertically_Stretched.png
row_12017,Horizontally Stretched,What was the global mobile payment revenue in 2015?,450,answer='450 billion U.S. dollars.' explanation='The chart shows that the global mobile payment revenue in 2015 was 450 billion U.S. dollars.',False,data/row_12017/Horizontally_Stretched.png
row_12017,Squeezed Vertically,What was the global mobile payment revenue in 2015?,450,"answer='450 billion U.S. dollars.' explanation='The global mobile payment revenue in 2015 was 450 billion U.S. dollars, according to the data shown in the graph.'",False,data/row_12017/Squeezed_Vertically.png
